,,order_id,product_id,title,sku_id,sku_name,brand,kind,function,stock_num,天猫链接,天猫链接2,产品名称 ,SKU名称,天猫价格,new_url_1,price1,price2,new_url_2
63,,6000,67278488,激素依赖性皮炎屏障修复护理套装,140173210,百植萃氨基酸舒润洁面乳1支（150g）,套装,乳液,"控油,清爽清洁,平衡水油",100,,,,,,,-1,-1,
64,,9240,59219540,可复美焕能凝时冰激凌面膜,116899235,240g/盒,可复美,面膜,"补水保湿,紧致肌肤,控油",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.162.99086d4e1c2sSn&id=636878472603,,可复美焕能凝时冰激凌面膜涂抹面膜滋养补水保湿维稳240g,240g/盒,298.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.162.99086d4e1c2sSn&id=636878472603&skuId=4568636348279,298.00,-1,
65,,9800,59219504,可复美焕能涂抹式紧致睡眠面膜,116903032,80g/支装,可复美,面膜,"淡化细纹,美白提亮",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.27.18a76d4eoR8dgV&id=641072955049,,可复美焕能涂抹式睡眠面膜滋养淡纹弹润焕亮深润补水保湿修护,80g/支装,268.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.27.18a76d4eoR8dgV&id=641072955049&skuId=4597910028491,268.00,-1,
66,,4500,59219224,可复美类人胶原蛋白敷料（粉色5片）,116904415,类人胶原蛋白敷料粉5片,可复美,面膜,"修护,舒缓",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.103.46f06d4enIjak8&id=637765452182,,可复美类人胶原蛋白敷料贴冷修护舒缓敏感肌肤非面膜粉色5片,类人胶原蛋白敷料粉5片,198.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.103.46f06d4enIjak8&id=637765452182&skuId=4579618121913,198.00,-1,
67,,6100,59219344,可复美类人胶原蛋白敷料（蓝色非面膜5片）,116900888,类人胶原蛋白敷料1盒（5片装)【每2盒1疗程】,可复美,面膜,"修护,舒缓",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.43.27f86d4ekl5JIe&id=544502344102,,可复美类人胶原蛋白敷料贴冷修护舒缓敏感肌肤非面膜5片/盒,类人胶原蛋白敷料5片/盒【每2盒1疗程】,188.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.43.27f86d4ekl5JIe&id=544502344102&skuId=3445745355707,188.00,-1,
68,,8165,59218808,可复美小黑管清肌修护清洁面膜,116888789,165g,可复美,面膜,"收缩毛孔,去黑头",73081,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.34.16b96d4evrGI7b&id=644815647431,,可复美小黑管深层清洁面膜泥膜温和去油黑头白头敏感肌涂抹式165g,165g,168.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.34.16b96d4evrGI7b&id=644815647431&skuId=4808934402877,168.00,-1,
69,,4510,59219583,可复美小金管淡纹抗纹眼霜,116903071,20g,可复美,眼霜,淡化细纹,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.27.3f256d4e8OpwtP&id=628454350125,,可复美淡纹小金管抗纹淡化黑眼圈眼部细纹干纹修护滋养眼霜,20g,198.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.27.3f256d4e8OpwtP&id=628454350125&skuId=4630286766304,198.00,-1,
70,,2110,60132880,可复美小水库术后修护医用敷料,118359960,液体敷料1盒,可复美,面膜,"抗痘祛痘,修护",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.34.59f56d4eWMDtiy&id=629822037455,,可复美小水库修护敷料贴医疗敏感肌美用冷液体敷料非面膜tk,液体敷料1盒,168.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-18877614629.34.59f56d4eWMDtiy&id=629822037455&skuId=4803656062379,168.00,-1,
71,,9799,67184471,可预类人胶原蛋白修复敷料,139774903,50g,可预,"洁面,面膜","修护,舒缓",100,https://detail.tmall.com/item.htm?spm=a1z10.5-b-s.w4011-22524724066.35.1921268bXnton3&id=644528932599,,可预类人胶原蛋白修复敷料小白乳R型敏感肌r乳膏液可愈官方旗舰店,【院线同款】R型敷料50g,268.00 ,https://detail.tmall.com/item.htm?spm=a1z10.5-b-s.w4011-22524724066.35.1921268bXnton3&id=644528932599&skuId=4642209628432,268.00,-1,
72,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140133938,皮肤干燥护理套装（面膜+精华水+面霜+面乳+防晒霜）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
73,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140143485,森花泉古方草本护肤天门冬面膜1盒（5P）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
74,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140137613,百植萃油橄榄舒缓精华水1瓶（150ml）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
75,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140139539,百植萃维生素B5富勒烯保湿面霜1罐（50g）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
76,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140133939,博乐达滋养修护精华1瓶（30ml）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
77,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140164341,百植萃氨基酸舒润洁面乳1支（150g）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
78,,6000,67331584,皮肤干燥补水保湿防晒润肤护理套装,140172038,绽妍清透防晒霜1瓶（50g）,套装,隔离防晒,防晒,10,,,,,,,-1,-1,
79,无官方旗舰店,5555,59292971,浅草川水光防晒喷雾,116993439,一盒装,浅草川,喷雾,防晒,100,,,,,,,-1,-1,
80,,9999,61854019,森花泉古方草本护肤系列 天门冬面膜45分钟直达真皮银耳深度补水,120160227,,森花泉,面膜,"补水保湿,修护",100,https://item.taobao.com/item.htm?id=664084414729,,森花泉古方草本护肤系列 天门冬面膜 45分钟直达真皮银耳深度补水,5片/盒,268.00 ,https://item.taobao.com/item.htm?id=664084414729,268.00,-1,
81,,2500,59292979,薇诺娜清透防晒乳50g SPF48 PA+++ ,117008053,基本款50g,薇诺娜,隔离防晒,"防晒,修护",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-14573268338.43.78735fbfmJiZSX&id=2453766859,,薇诺娜清透防晒乳50g SPF48 PA+++ 敏感肌乳霜学生户外防紫外线,50g,188.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-14573268338.43.78735fbfmJiZSX&id=2453766859,-3,-1,
82,,2120,59292975,薇诺娜舒缓控油爽肤水,116989931,120ml,薇诺娜,"爽肤水,修护水","补水保湿,控油,收缩毛孔",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-14573268338.44.67195fbfDEEFVD&id=17921178484,,薇诺娜舒缓控油爽肤水120ml 化妆柔肤水清洁混油补水保湿水油平衡,舒缓控油水120ml,188.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-14573268338.44.67195fbfDEEFVD&id=17921178484&skuId=31984738084,188.00,-1,
83,,2130,59292976,薇诺娜舒敏保湿润肤水,116997029,120ml,薇诺娜,"爽肤水,修护水","补水保湿,舒缓,修护",100,https://detail.tmall.com/item.htm?spm=a220o.1000855.0.da321h.5598392eMptwUO&id=19445947936,,薇诺娜舒敏保湿润肤水120ml 敏感肌护肤品爽肤水化妆水舒缓修护,舒敏水120ml,188.00 ,https://detail.tmall.com/item.htm?spm=a220o.1000855.0.da321h.5598392eMptwUO&id=19445947936&skuId=32176921785,188.00,-1,
84,,9510,59292972,薇诺娜舒敏保湿特护霜,116987919,敏感性肤质50g,薇诺娜,隔离防晒,"补水保湿,修护",100,https://detail.tmall.com/item.htm?spm=a220o.1000855.0.da321h.74fa6601jNK4jJ&id=17289238843,,薇诺娜舒敏保湿特护霜50g 敏感肌补水舒缓修护屏障面霜护肤品维稳,必入超值大容量 敏感性肤质 50g,268.00 ,https://detail.tmall.com/item.htm?spm=a220o.1000855.0.da321h.74fa6601jNK4jJ&id=17289238843&skuId=37155583560,268.00,-1,
85,无官方旗舰店,9800,65105392,小银罐修复膏·肌肤治愈专家 植物配方中药制作去痒消红抑制炎症,136036781,10g,小银罐,护手霜,"修护,舒缓",100,,,,,,,-1,-1,
86,,9550,59257005,优斐斯传明酸修护精华液,116933855,30mL,优斐斯,精华,"补水保湿,美白提亮",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-21237708009.42.112765bdpybNkG&id=584586428998,,【年货】优斐斯传明酸修护精华液氨甲环酸面部提亮肤色原液旗舰店,传明酸精华液30ml,580.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-21237708009.42.112765bdpybNkG&id=584586428998&skuId=3952510540102,580.00,-1,
87,,3830,60598764,绽妍传明酸虾青素驻颜精华液,119064795,30ml,绽妍,眼霜,淡化细纹,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.43.5766442em2epfh&id=592747173083,,绽妍精华液 传明酸淡化暗沉 提亮肤色 修护肌肤 原液小棕瓶30ml,30ml,228.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.43.5766442em2epfh&id=592747173083,228.00,-1,
88,,3470,60132914,绽妍控油平衡爽肤水120ml,118378365,控油爽肤水120ml,绽妍,"爽肤水,化妆水","控油,清爽清洁,平衡水油",100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.41.75eb442eHf9xtz&id=596685827445,,绽妍控油爽肤水120ml收缩毛孔紧致保湿水化妆正品护肤品旗舰店,控油爽肤水120ml,178.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.41.75eb442eHf9xtz&id=596685827445&skuId=4144009064118,178.00,-1,
89,,8000,59256983,绽妍控油平衡调理乳（升级版）,116925993,通用,绽妍,乳液,平衡水油,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.37.6cfd442ejtOu6V&id=603975490101,,绽妍保湿乳 敏感肌控油祛痘 调理平衡 冬季保湿护肤品 正品旗舰店,50ml,198.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.37.6cfd442ejtOu6V&id=603975490101,198.00,-1,
90,,7840,59475954,绽妍清透防晒霜SPF35,117330054,通用,绽妍,隔离防晒,防晒,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.48.6fe5442eNZHhfI&id=580742791889,,绽妍防晒霜 隔离面部防紫外线 清爽不油腻易抹开 通勤护肤品SPF35,50g,138.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.48.6fe5442eNZHhfI&id=580742791889,138.00,-1,
91,,3480,59256966,绽妍维A醇多重修护眼霜,116937120,视黄醇眼霜 15g,绽妍,眼霜,淡化细纹,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.37.7e13442eBWoawO&id=650202488401,,绽妍眼霜 视黄酸A醇抗初老 补水修护 淡化黑眼圈眼袋 紧致肌肤,15g,378.00 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.37.7e13442eBWoawO&id=650202488401&skuId=4867962043872,378.00,-1,
92,,5890,59257002,绽妍液体敷料喷雾剂,116940979,喷雾剂-50ml,绽妍,喷雾,修护,100,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.26.70d6442epywIwL&id=627902316525,,绽妍液体敷料喷雾剂 创面皮肤护理物理屏障 官方旗舰店正品,喷雾剂50ml,59.90 ,https://detail.tmall.com/item.htm?spm=a1z10.3-b-s.w4011-23305177154.26.70d6442epywIwL&id=627902316525&skuId=4463169765249,59.90,-1,
93,小量康康正式版未上线该产品,9350,60598872,绽妍液体敷料修护水120ml,119071240,修护水120ml,绽妍,"爽肤水,化妆水",补水保湿,100,,,,,,,-1,-1,
